  1 192.354 198.150
  2 192.354  74.471
  4 192.354  76.265
  8 192.354  61.082
 16 192.354  64.653
 32 192.354  61.338
 64 192.354  57.844
128 192.354  66.475   
256 192.354  79.759
512 192.354 132.250
